InvoiceID,Branch,City,Customertype,Gender,Productline,Unitprice,Quantity,Tax5%,Total,Date,Time,Payment,cogs,grossmarginpercentage,grossincome,Rating
811-35-1094,B,Mandalay,Member,Male,Electronic accessories,50.45,6,15.14,317.84,2019-02-06,15:16:00,Credit card,302.70,4.76,15.14,8.90
699-88-1972,B,Mandalay,Normal,Male,Health and beauty,99.16,8,39.66,832.94,2019-01-28,17:47:00,Credit card,793.28,4.76,39.66,4.20
781-84-8059,C,Naypyitaw,Normal,Male,Fashion accessories,60.74,7,21.26,446.44,2019-01-18,16:23:00,Ewallet,425.18,4.76,21.26,5.00
409-49-6995,C,Naypyitaw,Member,Female,Food and beverages,47.27,6,14.18,297.80,2019-02-05,10:17:00,Cash,283.62,4.76,14.18,8.80
725-54-0677,C,Naypyitaw,Member,Male,Health and beauty,85.60,7,29.96,629.16,2019-03-02,13:50:00,Cash,599.20,4.76,29.96,5.30
146-09-5432,A,Yangon,Member,Male,Food and beverages,35.04,9,15.77,331.13,2019-02-09,19:17:00,Ewallet,315.36,4.76,15.77,4.60
377-79-7592,C,Naypyitaw,Member,Female,Electronic accessories,44.84,9,20.18,423.74,2019-01-14,14:00:00,Credit card,403.56,4.76,20.18,7.50
509-10-0516,B,Mandalay,Normal,Male,Home and lifestyle,45.97,4,9.19,193.07,2019-02-09,12:02:00,Ewallet,183.88,4.76,9.19,5.10
595-94-9924,A,Yangon,Member,Female,Health and beauty,27.73,5,6.93,145.58,2019-03-26,20:21:00,Credit card,138.65,4.76,6.93,4.20
865-41-9075,A,Yangon,Normal,Male,Food and beverages,11.53,7,4.04,84.75,2019-01-28,17:35:00,Cash,80.71,4.76,4.04,8.10
545-07-8534,C,Naypyitaw,Normal,Female,Health and beauty,58.32,2,5.83,122.47,2019-02-14,12:42:00,Ewallet,116.64,4.76,5.83,6.00
118-62-1812,C,Naypyitaw,Member,Female,Home and lifestyle,78.38,4,15.68,329.20,2019-03-24,17:56:00,Cash,313.52,4.76,15.68,7.90
450-42-3339,C,Naypyitaw,Normal,Male,Health and beauty,84.61,10,42.31,888.41,2019-02-09,18:58:00,Credit card,846.10,4.76,42.31,8.80
851-98-3555,B,Mandalay,Normal,Female,Health and beauty,82.88,5,20.72,435.12,2019-03-24,14:08:00,Credit card,414.40,4.76,20.72,6.60
186-71-5196,A,Yangon,Member,Female,Food and beverages,79.54,2,7.95,167.03,2019-03-27,16:30:00,Ewallet,159.08,4.76,7.95,6.20
624-01-8356,B,Mandalay,Normal,Female,Home and lifestyle,49.01,10,24.51,514.61,2019-01-27,10:44:00,Credit card,490.10,4.76,24.51,4.20
313-66-9943,B,Mandalay,Member,Female,Food and beverages,29.15,3,4.37,91.82,2019-03-27,20:29:00,Credit card,87.45,4.76,4.37,7.30
151-27-8496,C,Naypyitaw,Normal,Female,Electronic accessories,56.13,4,11.23,235.75,2019-01-19,11:43:00,Ewallet,224.52,4.76,11.23,8.60
453-33-6436,A,Yangon,Normal,Female,Home and lifestyle,93.12,8,37.25,782.21,2019-02-07,10:09:00,Cash,744.96,4.76,37.25,6.80
522-57-8364,A,Yangon,Member,Male,Fashion accessories,51.34,8,20.54,431.26,2019-01-31,10:00:00,Ewallet,410.72,4.76,20.54,7.60
459-45-2396,A,Yangon,Member,Female,Food and beverages,99.60,3,14.94,313.74,2019-02-25,18:45:00,Cash,298.80,4.76,14.94,5.80
717-96-4189,C,Naypyitaw,Normal,Female,Electronic accessories,35.49,6,10.65,223.59,2019-02-02,12:40:00,Cash,212.94,4.76,10.65,4.10
722-13-2115,C,Naypyitaw,Member,Male,Sports and travel,42.85,1,2.14,44.99,2019-03-14,15:36:00,Credit card,42.85,4.76,2.14,9.30
749-81-8133,A,Yangon,Normal,Female,Fashion accessories,94.67,4,18.93,397.61,2019-03-11,12:04:00,Cash,378.68,4.76,18.93,6.80
777-67-2495,B,Mandalay,Normal,Male,Home and lifestyle,68.97,3,10.35,217.26,2019-02-22,11:26:00,Ewallet,206.91,4.76,10.35,8.70
636-98-3364,B,Mandalay,Member,Female,Electronic accessories,26.26,3,3.94,82.72,2019-03-02,12:36:00,Ewallet,78.78,4.76,3.94,6.30
246-55-6923,C,Naypyitaw,Member,Female,Home and lifestyle,35.79,9,16.11,338.22,2019-03-10,15:06:00,Credit card,322.11,4.76,16.11,5.10
181-82-6255,B,Mandalay,Normal,Female,Home and lifestyle,16.37,6,4.91,103.13,2019-02-08,10:58:00,Cash,98.22,4.76,4.91,7.00
838-02-1821,C,Naypyitaw,Member,Female,Home and lifestyle,12.73,2,1.27,26.73,2019-02-22,12:10:00,Credit card,25.46,4.76,1.27,5.20
887-42-0517,C,Naypyitaw,Normal,Female,Sports and travel,83.14,7,29.10,611.08,2019-01-10,10:31:00,Credit card,581.98,4.76,29.10,6.60
457-12-0244,C,Naypyitaw,Member,Female,Sports and travel,35.22,6,10.57,221.89,2019-03-14,13:49:00,Ewallet,211.32,4.76,10.57,6.50
226-34-0034,B,Mandalay,Normal,Female,Electronic accessories,13.78,4,2.76,57.88,2019-01-10,11:10:00,Ewallet,55.12,4.76,2.76,9.00
321-49-7382,B,Mandalay,Member,Male,Sports and travel,88.31,1,4.42,92.73,2019-02-15,17:38:00,Credit card,88.31,4.76,4.42,5.20
397-25-8725,A,Yangon,Member,Female,Health and beauty,39.62,9,17.83,374.41,2019-01-13,17:54:00,Credit card,356.58,4.76,17.83,6.80
431-66-2305,B,Mandalay,Normal,Female,Electronic accessories,88.25,9,39.71,833.96,2019-02-15,20:51:00,Credit card,794.25,4.76,39.71,7.60
825-94-5922,B,Mandalay,Normal,Male,Sports and travel,25.31,2,2.53,53.15,2019-03-02,19:26:00,Ewallet,50.62,4.76,2.53,7.20
641-62-7288,B,Mandalay,Normal,Male,Home and lifestyle,99.92,6,29.98,629.50,2019-03-24,13:33:00,Ewallet,599.52,4.76,29.98,7.10
756-93-1854,C,Naypyitaw,Member,Female,Fashion accessories,83.35,2,8.34,175.04,2019-02-02,14:05:00,Credit card,166.70,4.76,8.34,9.50
243-55-8457,A,Yangon,Normal,Female,Food and beverages,74.44,10,37.22,781.62,2019-02-27,11:40:00,Ewallet,744.40,4.76,37.22,5.10
458-10-8612,C,Naypyitaw,Normal,Male,Health and beauty,64.08,7,22.43,470.99,2019-01-20,12:27:00,Ewallet,448.56,4.76,22.43,7.60
501-61-1753,B,Mandalay,Normal,Female,Home and lifestyle,63.15,6,18.95,397.85,2019-01-03,20:24:00,Ewallet,378.90,4.76,18.95,9.80
235-06-8510,C,Naypyitaw,Member,Male,Home and lifestyle,85.72,3,12.86,270.02,2019-01-24,20:59:00,Ewallet,257.16,4.76,12.86,5.10
433-08-7822,C,Naypyitaw,Normal,Female,Health and beauty,78.89,7,27.61,579.84,2019-01-05,19:48:00,Ewallet,552.23,4.76,27.61,7.50
361-85-2571,A,Yangon,Normal,Female,Sports and travel,89.48,5,22.37,469.77,2019-03-30,10:18:00,Cash,447.40,4.76,22.37,7.40
131-70-8179,A,Yangon,Member,Female,Health and beauty,92.09,3,13.81,290.08,2019-02-17,16:27:00,Cash,276.27,4.76,13.81,4.20
500-02-2261,C,Naypyitaw,Normal,Female,Food and beverages,57.29,6,17.19,360.93,2019-03-21,17:04:00,Ewallet,343.74,4.76,17.19,5.90
720-72-2436,A,Yangon,Normal,Male,Food and beverages,66.52,4,13.30,279.38,2019-03-02,18:14:00,Ewallet,266.08,4.76,13.30,6.90
702-83-5291,C,Naypyitaw,Member,Male,Fashion accessories,99.82,9,44.92,943.30,2019-03-27,10:43:00,Cash,898.38,4.76,44.92,6.60
809-69-9497,A,Yangon,Normal,Female,Home and lifestyle,45.68,10,22.84,479.64,2019-01-19,19:30:00,Ewallet,456.80,4.76,22.84,5.70
449-16-6770,A,Yangon,Normal,Male,Health and beauty,50.79,5,12.70,266.65,2019-02-19,14:53:00,Credit card,253.95,4.76,12.70,5.30
333-23-2632,A,Yangon,Member,Male,Health and beauty,10.08,7,3.53,74.09,2019-03-28,20:14:00,Cash,70.56,4.76,3.53,4.20
489-82-1237,A,Yangon,Normal,Female,Electronic accessories,93.88,7,32.86,690.02,2019-01-05,11:51:00,Credit card,657.16,4.76,32.86,7.30
859-97-6048,C,Naypyitaw,Member,Male,Electronic accessories,84.25,2,8.43,176.93,2019-03-26,14:13:00,Credit card,168.50,4.76,8.43,5.30
676-10-2200,B,Mandalay,Member,Male,Fashion accessories,53.78,1,2.69,56.47,2019-02-03,20:13:00,Ewallet,53.78,4.76,2.69,4.70
373-88-1424,C,Naypyitaw,Member,Male,Home and lifestyle,35.81,5,8.95,188.00,2019-02-06,18:44:00,Ewallet,179.05,4.76,8.95,7.90
365-16-4334,B,Mandalay,Normal,Female,Food and beverages,26.43,8,10.57,222.01,2019-02-24,14:26:00,Ewallet,211.44,4.76,10.57,8.90
503-21-4385,B,Mandalay,Member,Male,Health and beauty,39.91,3,5.99,125.72,2019-02-21,12:40:00,Ewallet,119.73,4.76,5.99,9.30
305-89-2768,B,Mandalay,Member,Female,Home and lifestyle,21.90,3,3.29,68.99,2019-01-09,18:43:00,Ewallet,65.70,4.76,3.29,4.70
574-80-1489,B,Mandalay,Member,Female,Food and beverages,62.85,4,12.57,263.97,2019-02-25,13:22:00,Ewallet,251.40,4.76,12.57,8.70
784-08-0310,C,Naypyitaw,Member,Female,Food and beverages,21.04,4,4.21,88.37,2019-01-13,13:58:00,Cash,84.16,4.76,4.21,7.60
200-40-6154,B,Mandalay,Member,Male,Home and lifestyle,65.91,6,19.77,415.23,2019-02-09,11:45:00,Cash,395.46,4.76,19.77,5.70
846-10-0341,A,Yangon,Normal,Female,Fashion accessories,42.57,7,14.90,312.89,2019-01-06,11:51:00,Cash,297.99,4.76,14.90,6.80
577-34-7579,C,Naypyitaw,Member,Male,Food and beverages,50.49,9,22.72,477.13,2019-01-10,17:16:00,Cash,454.41,4.76,22.72,5.40
430-02-3888,B,Mandalay,Normal,Male,Electronic accessories,46.02,6,13.81,289.93,2019-02-07,15:55:00,Cash,276.12,4.76,13.81,7.10
867-47-1948,C,Naypyitaw,Normal,Female,Home and lifestyle,15.80,10,7.90,165.90,2019-01-09,12:07:00,Cash,158.00,4.76,7.90,7.80
384-59-6655,A,Yangon,Member,Female,Food and beverages,98.66,9,44.40,932.34,2019-02-19,15:07:00,Cash,887.94,4.76,44.40,8.40
256-58-3609,C,Naypyitaw,Member,Male,Fashion accessories,91.98,1,4.60,96.58,2019-03-18,15:29:00,Cash,91.98,4.76,4.60,9.80
324-92-3863,A,Yangon,Member,Male,Electronic accessories,20.89,2,2.09,43.87,2019-02-05,18:45:00,Cash,41.78,4.76,2.09,9.80
593-08-5916,A,Yangon,Normal,Female,Fashion accessories,15.50,1,0.78,16.28,2019-03-19,15:23:00,Credit card,15.50,4.76,0.78,7.40
364-34-2972,C,Naypyitaw,Member,Male,Electronic accessories,96.82,3,14.52,304.98,2019-03-30,20:37:00,Cash,290.46,4.76,14.52,6.70
794-42-3736,B,Mandalay,Normal,Male,Food and beverages,33.33,2,3.33,69.99,2019-01-26,14:41:00,Credit card,66.66,4.76,3.33,6.40
172-42-8274,B,Mandalay,Normal,Female,Electronic accessories,38.27,2,3.83,80.37,2019-03-02,18:18:00,Credit card,76.54,4.76,3.83,5.80
558-60-5016,A,Yangon,Normal,Female,Home and lifestyle,33.30,9,14.99,314.69,2019-03-04,15:27:00,Ewallet,299.70,4.76,14.99,7.20
195-06-0432,A,Yangon,Member,Male,Home and lifestyle,81.01,3,12.15,255.18,2019-01-13,12:55:00,Credit card,243.03,4.76,12.15,9.30
605-03-2706,A,Yangon,Normal,Female,Health and beauty,15.80,3,2.37,49.77,2019-03-25,18:02:00,Cash,47.40,4.76,2.37,9.50
214-30-2776,B,Mandalay,Member,Female,Electronic accessories,34.49,5,8.62,181.07,2019-03-11,19:44:00,Credit card,172.45,4.76,8.62,9.00
746-04-1077,B,Mandalay,Member,Female,Food and beverages,84.63,10,42.32,888.62,2019-01-01,11:36:00,Credit card,846.30,4.76,42.32,9.00
448-34-8700,B,Mandalay,Member,Male,Home and lifestyle,36.91,7,12.92,271.29,2019-02-10,13:51:00,Ewallet,258.37,4.76,12.92,6.70
452-04-8808,B,Mandalay,Normal,Male,Electronic accessories,87.08,7,30.48,640.04,2019-01-26,15:17:00,Cash,609.56,4.76,30.48,5.50
531-56-4728,A,Yangon,Normal,Male,Home and lifestyle,80.08,3,12.01,252.25,2019-02-11,15:29:00,Cash,240.24,4.76,12.01,5.40
744-82-9138,C,Naypyitaw,Normal,Male,Fashion accessories,86.13,2,8.61,180.87,2019-02-07,17:59:00,Cash,172.26,4.76,8.61,8.20
883-69-1285,B,Mandalay,Member,Male,Fashion accessories,49.92,2,4.99,104.83,2019-03-06,11:55:00,Credit card,99.84,4.76,4.99,7.00
221-25-5073,A,Yangon,Normal,Female,Food and beverages,74.66,4,14.93,313.57,2019-03-04,10:39:00,Cash,298.64,4.76,14.93,8.50
518-71-6847,B,Mandalay,Member,Male,Food and beverages,26.60,6,7.98,167.58,2019-02-26,15:10:00,Ewallet,159.60,4.76,7.98,4.90
156-20-0370,B,Mandalay,Normal,Female,Electronic accessories,25.45,1,1.27,26.72,2019-03-10,18:10:00,Credit card,25.45,4.76,1.27,5.10
151-33-7434,B,Mandalay,Normal,Female,Food and beverages,67.77,1,3.39,71.16,2019-02-04,20:43:00,Credit card,67.77,4.76,3.39,6.50
728-47-9078,C,Naypyitaw,Member,Male,Food and beverages,59.59,4,11.92,250.28,2019-01-19,12:46:00,Cash,238.36,4.76,11.92,9.80
809-46-1866,A,Yangon,Normal,Male,Health and beauty,58.15,4,11.63,244.23,2019-01-23,17:44:00,Cash,232.60,4.76,11.63,8.40
139-32-4183,A,Yangon,Member,Female,Sports and travel,97.48,9,43.87,921.19,2019-03-14,14:19:00,Ewallet,877.32,4.76,43.87,7.40
148-41-7930,C,Naypyitaw,Normal,Male,Health and beauty,99.96,7,34.99,734.71,2019-01-23,10:33:00,Cash,699.72,4.76,34.99,6.10
189-40-5216,C,Naypyitaw,Normal,Male,Electronic accessories,96.37,7,33.73,708.32,2019-01-09,11:40:00,Cash,674.59,4.76,33.73,6.00
374-38-5555,B,Mandalay,Normal,Female,Fashion accessories,63.71,5,15.93,334.48,2019-02-07,19:30:00,Ewallet,318.55,4.76,15.93,8.50
764-44-8999,B,Mandalay,Normal,Female,Health and beauty,14.76,2,1.48,31.00,2019-02-18,14:42:00,Ewallet,29.52,4.76,1.48,4.30
552-44-5977,B,Mandalay,Member,Male,Health and beauty,62.00,8,24.80,520.80,2019-01-03,19:08:00,Credit card,496.00,4.76,24.80,6.20
267-62-7380,C,Naypyitaw,Member,Male,Electronic accessories,82.34,10,41.17,864.57,2019-03-29,19:12:00,Ewallet,823.40,4.76,41.17,4.30
430-53-4718,B,Mandalay,Member,Male,Health and beauty,75.37,8,30.15,633.11,2019-01-28,15:46:00,Credit card,602.96,4.76,30.15,8.40
886-18-2897,A,Yangon,Normal,Female,Food and beverages,56.56,5,14.14,296.94,2019-03-22,19:06:00,Credit card,282.80,4.76,14.14,4.50
602-16-6955,B,Mandalay,Normal,Female,Sports and travel,76.60,10,38.30,804.30,2019-01-24,18:10:00,Ewallet,766.00,4.76,38.30,6.00
745-74-0715,A,Yangon,Normal,Male,Electronic accessories,58.03,2,5.80,121.86,2019-03-10,20:46:00,Ewallet,116.06,4.76,5.80,8.80
690-01-6631,B,Mandalay,Normal,Male,Fashion accessories,17.49,10,8.75,183.65,2019-02-22,18:35:00,Ewallet,174.90,4.76,8.75,6.60
652-49-6720,C,Naypyitaw,Member,Female,Electronic accessories,60.95,1,3.05,64.00,2019-02-18,11:40:00,Ewallet,60.95,4.76,3.05,5.90
233-67-5758,C,Naypyitaw,Normal,Male,Health and beauty,40.35,1,2.02,42.37,2019-01-29,13:46:00,Ewallet,40.35,4.76,2.02,6.20
303-96-2227,B,Mandalay,Normal,Female,Home and lifestyle,97.38,10,48.69,1022.49,2019-03-02,17:16:00,Ewallet,973.80,4.76,48.69,4.40
727-02-1313,A,Yangon,Member,Male,Food and beverages,31.84,1,1.59,33.43,2019-02-09,13:22:00,Cash,31.84,4.76,1.59,7.70
347-56-2442,A,Yangon,Normal,Male,Home and lifestyle,65.82,1,3.29,69.11,2019-02-22,15:33:00,Cash,65.82,4.76,3.29,4.10
849-09-3807,A,Yangon,Member,Female,Fashion accessories,88.34,7,30.92,649.30,2019-02-18,13:28:00,Cash,618.38,4.76,30.92,6.60
